anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0006798.jpg,data\raw\images\fairface_0006825.jpg,data\raw\images\fairface_0008471.jpg,train_identity_1006,train_identity_1006,train_identity_0428,Male_0-19_Medium
data\raw\images\fairface_0006822.jpg,data\raw\images\fairface_0006825.jpg,data\raw\images\fairface_0000906.jpg,train_identity_1006,train_identity_1006,train_identity_1559,Male_0-19_Medium
data\raw\images\fairface_0006848.jpg,data\raw\images\fairface_0006879.jpg,data\raw\images\fairface_0008472.jpg,train_identity_1007,train_identity_1007,train_identity_1453,Male_0-19_Medium
data\raw\images\fairface_0006848.jpg,data\raw\images\fairface_0006880.jpg,data\raw\images\fairface_0003964.jpg,train_identity_1007,train_identity_1007,train_identity_1344,Male_0-19_Medium
data\raw\images\fairface_0006848.jpg,data\raw\images\fairface_0006888.jpg,data\raw\images\fairface_0007913.jpg,train_identity_1007,train_identity_1007,train_identity_1738,Male_0-19_Medium
data\raw\images\fairface_0006879.jpg,data\raw\images\fairface_0006880.jpg,data\raw\images\fairface_0008877.jpg,train_identity_1007,train_identity_1007,train_identity_0267,Male_0-19_Medium
data\raw\images\fairface_0006879.jpg,data\raw\images\fairface_0006888.jpg,data\raw\images\fairface_0008822.jpg,train_identity_1007,train_identity_1007,train_identity_0745,Male_0-19_Medium
data\raw\images\fairface_0006880.jpg,data\raw\images\fairface_0006888.jpg,data\raw\images\fairface_0000103.jpg,train_identity_1007,train_identity_1007,train_identity_0927,Male_0-19_Medium
data\raw\images\fairface_0006894.jpg,data\raw\images\fairface_0006898.jpg,data\raw\images\fairface_0005863.jpg,train_identity_1008,train_identity_1008,train_identity_1599,Male_0-19_Medium
data\raw\images\fairface_0006894.jpg,data\raw\images\fairface_0006913.jpg,data\raw\images\fairface_0006277.jpg,train_identity_1008,train_identity_1008,train_identity_0385,Male_0-19_Medium
data\raw\images\fairface_0006894.jpg,data\raw\images\fairface_0006930.jpg,data\raw\images\fairface_0005611.jpg,train_identity_1008,train_identity_1008,train_identity_0570,Male_0-19_Medium
data\raw\images\fairface_0006898.jpg,data\raw\images\fairface_0006913.jpg,data\raw\images\fairface_0003672.jpg,train_identity_1008,train_identity_1008,train_identity_0337,Male_0-19_Medium
data\raw\images\fairface_0006898.jpg,data\raw\images\fairface_0006930.jpg,data\raw\images\fairface_0005527.jpg,train_identity_1008,train_identity_1008,train_identity_1184,Male_0-19_Medium
data\raw\images\fairface_0006913.jpg,data\raw\images\fairface_0006930.jpg,data\raw\images\fairface_0001542.jpg,train_identity_1008,train_identity_1008,train_identity_0302,Male_0-19_Medium
data\raw\images\fairface_0006932.jpg,data\raw\images\fairface_0006939.jpg,data\raw\images\fairface_0000813.jpg,train_identity_1009,train_identity_1009,train_identity_0220,Male_0-19_Medium
data\raw\images\fairface_0006932.jpg,data\raw\images\fairface_0006941.jpg,data\raw\images\fairface_0001817.jpg,train_identity_1009,train_identity_1009,train_identity_0493,Male_0-19_Medium
data\raw\images\fairface_0006932.jpg,data\raw\images\fairface_0006965.jpg,data\raw\images\fairface_0001231.jpg,train_identity_1009,train_identity_1009,train_identity_0944,Male_0-19_Medium
data\raw\images\fairface_0006939.jpg,data\raw\images\fairface_0006941.jpg,data\raw\images\fairface_0004278.jpg,train_identity_1009,train_identity_1009,train_identity_0547,Male_0-19_Medium
data\raw\images\fairface_0006939.jpg,data\raw\images\fairface_0006965.jpg,data\raw\images\fairface_0004139.jpg,train_identity_1009,train_identity_1009,train_identity_0976,Male_0-19_Medium
data\raw\images\fairface_0006941.jpg,data\raw\images\fairface_0006965.jpg,data\raw\images\fairface_0003955.jpg,train_identity_1009,train_identity_1009,train_identity_0721,Male_0-19_Medium
data\raw\images\fairface_0006978.jpg,data\raw\images\fairface_0006988.jpg,data\raw\images\fairface_0004589.jpg,train_identity_1010,train_identity_1010,train_identity_0243,Male_0-19_Medium
data\raw\images\fairface_0006978.jpg,data\raw\images\fairface_0007016.jpg,data\raw\images\fairface_0005014.jpg,train_identity_1010,train_identity_1010,train_identity_0726,Male_0-19_Medium
data\raw\images\fairface_0006978.jpg,data\raw\images\fairface_0007023.jpg,data\raw\images\fairface_0008878.jpg,train_identity_1010,train_identity_1010,train_identity_0435,Male_0-19_Medium
data\raw\images\fairface_0006988.jpg,data\raw\images\fairface_0007016.jpg,data\raw\images\fairface_0009595.jpg,train_identity_1010,train_identity_1010,train_identity_0813,Male_0-19_Medium
data\raw\images\fairface_0006988.jpg,data\raw\images\fairface_0007023.jpg,data\raw\images\fairface_0009772.jpg,train_identity_1010,train_identity_1010,train_identity_1042,Male_0-19_Medium
data\raw\images\fairface_0007016.jpg,data\raw\images\fairface_0007023.jpg,data\raw\images\fairface_0000859.jpg,train_identity_1010,train_identity_1010,train_identity_0109,Male_0-19_Medium
data\raw\images\fairface_0007070.jpg,data\raw\images\fairface_0007075.jpg,data\raw\images\fairface_0004940.jpg,train_identity_1011,train_identity_1011,train_identity_0559,Male_0-19_Medium
data\raw\images\fairface_0007070.jpg,data\raw\images\fairface_0007119.jpg,data\raw\images\fairface_0008862.jpg,train_identity_1011,train_identity_1011,train_identity_0201,Male_0-19_Medium
data\raw\images\fairface_0007070.jpg,data\raw\images\fairface_0007138.jpg,data\raw\images\fairface_0003396.jpg,train_identity_1011,train_identity_1011,train_identity_1330,Male_0-19_Medium
data\raw\images\fairface_0007075.jpg,data\raw\images\fairface_0007119.jpg,data\raw\images\fairface_0005598.jpg,train_identity_1011,train_identity_1011,train_identity_1501,Male_0-19_Medium
data\raw\images\fairface_0007075.jpg,data\raw\images\fairface_0007138.jpg,data\raw\images\fairface_0006871.jpg,train_identity_1011,train_identity_1011,train_identity_0398,Male_0-19_Medium
data\raw\images\fairface_0007119.jpg,data\raw\images\fairface_0007138.jpg,data\raw\images\fairface_0006416.jpg,train_identity_1011,train_identity_1011,train_identity_0388,Male_0-19_Medium
data\raw\images\fairface_0007222.jpg,data\raw\images\fairface_0007233.jpg,data\raw\images\fairface_0005032.jpg,train_identity_1012,train_identity_1012,train_identity_0362,Male_0-19_Medium
data\raw\images\fairface_0007222.jpg,data\raw\images\fairface_0007251.jpg,data\raw\images\fairface_0007825.jpg,train_identity_1012,train_identity_1012,train_identity_1086,Male_0-19_Medium
data\raw\images\fairface_0007222.jpg,data\raw\images\fairface_0007264.jpg,data\raw\images\fairface_0003678.jpg,train_identity_1012,train_identity_1012,train_identity_1064,Male_0-19_Medium
data\raw\images\fairface_0007233.jpg,data\raw\images\fairface_0007251.jpg,data\raw\images\fairface_0001588.jpg,train_identity_1012,train_identity_1012,train_identity_0224,Male_0-19_Medium
data\raw\images\fairface_0007233.jpg,data\raw\images\fairface_0007264.jpg,data\raw\images\fairface_0003176.jpg,train_identity_1012,train_identity_1012,train_identity_1325,Male_0-19_Medium
data\raw\images\fairface_0007251.jpg,data\raw\images\fairface_0007264.jpg,data\raw\images\fairface_0002201.jpg,train_identity_1012,train_identity_1012,train_identity_0228,Male_0-19_Medium
data\raw\images\fairface_0007281.jpg,data\raw\images\fairface_0007341.jpg,data\raw\images\fairface_0003539.jpg,train_identity_1013,train_identity_1013,train_identity_0236,Male_0-19_Medium
data\raw\images\fairface_0007281.jpg,data\raw\images\fairface_0007368.jpg,data\raw\images\fairface_0005913.jpg,train_identity_1013,train_identity_1013,train_identity_0074,Male_0-19_Medium
data\raw\images\fairface_0007281.jpg,data\raw\images\fairface_0007382.jpg,data\raw\images\fairface_0001623.jpg,train_identity_1013,train_identity_1013,train_identity_0489,Male_0-19_Medium
data\raw\images\fairface_0007341.jpg,data\raw\images\fairface_0007368.jpg,data\raw\images\fairface_0008923.jpg,train_identity_1013,train_identity_1013,train_identity_1091,Male_0-19_Medium
data\raw\images\fairface_0007341.jpg,data\raw\images\fairface_0007382.jpg,data\raw\images\fairface_0005296.jpg,train_identity_1013,train_identity_1013,train_identity_0565,Male_0-19_Medium
data\raw\images\fairface_0007368.jpg,data\raw\images\fairface_0007382.jpg,data\raw\images\fairface_0000897.jpg,train_identity_1013,train_identity_1013,train_identity_1272,Male_0-19_Medium
data\raw\images\fairface_0007395.jpg,data\raw\images\fairface_0007410.jpg,data\raw\images\fairface_0007169.jpg,train_identity_1014,train_identity_1014,train_identity_0803,Male_0-19_Medium
data\raw\images\fairface_0007395.jpg,data\raw\images\fairface_0007430.jpg,data\raw\images\fairface_0009524.jpg,train_identity_1014,train_identity_1014,train_identity_0208,Male_0-19_Medium
data\raw\images\fairface_0007395.jpg,data\raw\images\fairface_0007455.jpg,data\raw\images\fairface_0008049.jpg,train_identity_1014,train_identity_1014,train_identity_1505,Male_0-19_Medium
data\raw\images\fairface_0007410.jpg,data\raw\images\fairface_0007430.jpg,data\raw\images\fairface_0007531.jpg,train_identity_1014,train_identity_1014,train_identity_1016,Male_0-19_Medium
data\raw\images\fairface_0007410.jpg,data\raw\images\fairface_0007455.jpg,data\raw\images\fairface_0004487.jpg,train_identity_1014,train_identity_1014,train_identity_0351,Male_0-19_Medium
data\raw\images\fairface_0007430.jpg,data\raw\images\fairface_0007455.jpg,data\raw\images\fairface_0002477.jpg,train_identity_1014,train_identity_1014,train_identity_0712,Male_0-19_Medium
data\raw\images\fairface_0007473.jpg,data\raw\images\fairface_0007475.jpg,data\raw\images\fairface_0008181.jpg,train_identity_1015,train_identity_1015,train_identity_1447,Male_0-19_Medium
data\raw\images\fairface_0007473.jpg,data\raw\images\fairface_0007519.jpg,data\raw\images\fairface_0007162.jpg,train_identity_1015,train_identity_1015,train_identity_1504,Male_0-19_Medium
data\raw\images\fairface_0007473.jpg,data\raw\images\fairface_0007527.jpg,data\raw\images\fairface_0008205.jpg,train_identity_1015,train_identity_1015,train_identity_0194,Male_0-19_Medium
data\raw\images\fairface_0007475.jpg,data\raw\images\fairface_0007519.jpg,data\raw\images\fairface_0008920.jpg,train_identity_1015,train_identity_1015,train_identity_1032,Male_0-19_Medium
data\raw\images\fairface_0007475.jpg,data\raw\images\fairface_0007527.jpg,data\raw\images\fairface_0001412.jpg,train_identity_1015,train_identity_1015,train_identity_1515,Male_0-19_Medium
data\raw\images\fairface_0007519.jpg,data\raw\images\fairface_0007527.jpg,data\raw\images\fairface_0009310.jpg,train_identity_1015,train_identity_1015,train_identity_1748,Male_0-19_Medium
data\raw\images\fairface_0007528.jpg,data\raw\images\fairface_0007531.jpg,data\raw\images\fairface_0004377.jpg,train_identity_1016,train_identity_1016,train_identity_0349,Male_0-19_Medium
data\raw\images\fairface_0007528.jpg,data\raw\images\fairface_0007541.jpg,data\raw\images\fairface_0006078.jpg,train_identity_1016,train_identity_1016,train_identity_1397,Male_0-19_Medium
data\raw\images\fairface_0007528.jpg,data\raw\images\fairface_0007543.jpg,data\raw\images\fairface_0003879.jpg,train_identity_1016,train_identity_1016,train_identity_0342,Male_0-19_Medium
data\raw\images\fairface_0007531.jpg,data\raw\images\fairface_0007541.jpg,data\raw\images\fairface_0001628.jpg,train_identity_1016,train_identity_1016,train_identity_0681,Male_0-19_Medium
data\raw\images\fairface_0007531.jpg,data\raw\images\fairface_0007543.jpg,data\raw\images\fairface_0000753.jpg,train_identity_1016,train_identity_1016,train_identity_0291,Male_0-19_Medium
data\raw\images\fairface_0007541.jpg,data\raw\images\fairface_0007543.jpg,data\raw\images\fairface_0004793.jpg,train_identity_1016,train_identity_1016,train_identity_1366,Male_0-19_Medium
data\raw\images\fairface_0007546.jpg,data\raw\images\fairface_0007554.jpg,data\raw\images\fairface_0002775.jpg,train_identity_1017,train_identity_1017,train_identity_0877,Male_0-19_Medium
data\raw\images\fairface_0007546.jpg,data\raw\images\fairface_0007560.jpg,data\raw\images\fairface_0000572.jpg,train_identity_1017,train_identity_1017,train_identity_0043,Male_0-19_Medium
data\raw\images\fairface_0007546.jpg,data\raw\images\fairface_0007614.jpg,data\raw\images\fairface_0004001.jpg,train_identity_1017,train_identity_1017,train_identity_0541,Male_0-19_Medium
data\raw\images\fairface_0007554.jpg,data\raw\images\fairface_0007560.jpg,data\raw\images\fairface_0004398.jpg,train_identity_1017,train_identity_1017,train_identity_0350,Male_0-19_Medium
data\raw\images\fairface_0007554.jpg,data\raw\images\fairface_0007614.jpg,data\raw\images\fairface_0007820.jpg,train_identity_1017,train_identity_1017,train_identity_1218,Male_0-19_Medium
data\raw\images\fairface_0007560.jpg,data\raw\images\fairface_0007614.jpg,data\raw\images\fairface_0003552.jpg,train_identity_1017,train_identity_1017,train_identity_0971,Male_0-19_Medium
data\raw\images\fairface_0007624.jpg,data\raw\images\fairface_0007684.jpg,data\raw\images\fairface_0006303.jpg,train_identity_1018,train_identity_1018,train_identity_1001,Male_0-19_Medium
data\raw\images\fairface_0007624.jpg,data\raw\images\fairface_0007691.jpg,data\raw\images\fairface_0003270.jpg,train_identity_1018,train_identity_1018,train_identity_0968,Male_0-19_Medium
data\raw\images\fairface_0007624.jpg,data\raw\images\fairface_0007719.jpg,data\raw\images\fairface_0008774.jpg,train_identity_1018,train_identity_1018,train_identity_0093,Male_0-19_Medium
data\raw\images\fairface_0007684.jpg,data\raw\images\fairface_0007691.jpg,data\raw\images\fairface_0004157.jpg,train_identity_1018,train_identity_1018,train_identity_1163,Male_0-19_Medium
data\raw\images\fairface_0007684.jpg,data\raw\images\fairface_0007719.jpg,data\raw\images\fairface_0003890.jpg,train_identity_1018,train_identity_1018,train_identity_1712,Male_0-19_Medium
data\raw\images\fairface_0007691.jpg,data\raw\images\fairface_0007719.jpg,data\raw\images\fairface_0005979.jpg,train_identity_1018,train_identity_1018,train_identity_1077,Male_0-19_Medium
data\raw\images\fairface_0007725.jpg,data\raw\images\fairface_0007761.jpg,data\raw\images\fairface_0009204.jpg,train_identity_1019,train_identity_1019,train_identity_1548,Male_0-19_Medium
data\raw\images\fairface_0007725.jpg,data\raw\images\fairface_0007768.jpg,data\raw\images\fairface_0004807.jpg,train_identity_1019,train_identity_1019,train_identity_1589,Male_0-19_Medium
data\raw\images\fairface_0007725.jpg,data\raw\images\fairface_0007771.jpg,data\raw\images\fairface_0009292.jpg,train_identity_1019,train_identity_1019,train_identity_0205,Male_0-19_Medium
data\raw\images\fairface_0007761.jpg,data\raw\images\fairface_0007768.jpg,data\raw\images\fairface_0000864.jpg,train_identity_1019,train_identity_1019,train_identity_1648,Male_0-19_Medium
data\raw\images\fairface_0007761.jpg,data\raw\images\fairface_0007771.jpg,data\raw\images\fairface_0000174.jpg,train_identity_1019,train_identity_1019,train_identity_0927,Male_0-19_Medium
data\raw\images\fairface_0007768.jpg,data\raw\images\fairface_0007771.jpg,data\raw\images\fairface_0008413.jpg,train_identity_1019,train_identity_1019,train_identity_1506,Male_0-19_Medium
data\raw\images\fairface_0007774.jpg,data\raw\images\fairface_0007781.jpg,data\raw\images\fairface_0001263.jpg,train_identity_1020,train_identity_1020,train_identity_1119,Male_0-19_Medium
data\raw\images\fairface_0007774.jpg,data\raw\images\fairface_0007788.jpg,data\raw\images\fairface_0004619.jpg,train_identity_1020,train_identity_1020,train_identity_1360,Male_0-19_Medium
data\raw\images\fairface_0007774.jpg,data\raw\images\fairface_0007805.jpg,data\raw\images\fairface_0003071.jpg,train_identity_1020,train_identity_1020,train_identity_0520,Male_0-19_Medium
data\raw\images\fairface_0007781.jpg,data\raw\images\fairface_0007788.jpg,data\raw\images\fairface_0001110.jpg,train_identity_1020,train_identity_1020,train_identity_0940,Male_0-19_Medium
data\raw\images\fairface_0007781.jpg,data\raw\images\fairface_0007805.jpg,data\raw\images\fairface_0001844.jpg,train_identity_1020,train_identity_1020,train_identity_1697,Male_0-19_Medium
data\raw\images\fairface_0007788.jpg,data\raw\images\fairface_0007805.jpg,data\raw\images\fairface_0007550.jpg,train_identity_1020,train_identity_1020,train_identity_0617,Male_0-19_Medium
data\raw\images\fairface_0007835.jpg,data\raw\images\fairface_0007842.jpg,data\raw\images\fairface_0003359.jpg,train_identity_1021,train_identity_1021,train_identity_1062,Male_0-19_Medium
data\raw\images\fairface_0007835.jpg,data\raw\images\fairface_0007846.jpg,data\raw\images\fairface_0002756.jpg,train_identity_1021,train_identity_1021,train_identity_0231,Male_0-19_Medium
data\raw\images\fairface_0007835.jpg,data\raw\images\fairface_0007848.jpg,data\raw\images\fairface_0006455.jpg,train_identity_1021,train_identity_1021,train_identity_1406,Male_0-19_Medium
data\raw\images\fairface_0007842.jpg,data\raw\images\fairface_0007846.jpg,data\raw\images\fairface_0001654.jpg,train_identity_1021,train_identity_1021,train_identity_0303,Male_0-19_Medium
data\raw\images\fairface_0007842.jpg,data\raw\images\fairface_0007848.jpg,data\raw\images\fairface_0009776.jpg,train_identity_1021,train_identity_1021,train_identity_0452,Male_0-19_Medium
data\raw\images\fairface_0007846.jpg,data\raw\images\fairface_0007848.jpg,data\raw\images\fairface_0006137.jpg,train_identity_1021,train_identity_1021,train_identity_0732,Male_0-19_Medium
data\raw\images\fairface_0007857.jpg,data\raw\images\fairface_0007874.jpg,data\raw\images\fairface_0004175.jpg,train_identity_1022,train_identity_1022,train_identity_0064,Male_0-19_Medium
data\raw\images\fairface_0007857.jpg,data\raw\images\fairface_0007877.jpg,data\raw\images\fairface_0005563.jpg,train_identity_1022,train_identity_1022,train_identity_1184,Male_0-19_Medium
data\raw\images\fairface_0007857.jpg,data\raw\images\fairface_0007928.jpg,data\raw\images\fairface_0007591.jpg,train_identity_1022,train_identity_1022,train_identity_0737,Male_0-19_Medium
data\raw\images\fairface_0007874.jpg,data\raw\images\fairface_0007877.jpg,data\raw\images\fairface_0004008.jpg,train_identity_1022,train_identity_1022,train_identity_1526,Male_0-19_Medium
data\raw\images\fairface_0007874.jpg,data\raw\images\fairface_0007928.jpg,data\raw\images\fairface_0006821.jpg,train_identity_1022,train_identity_1022,train_identity_0397,Male_0-19_Medium
data\raw\images\fairface_0007877.jpg,data\raw\images\fairface_0007928.jpg,data\raw\images\fairface_0002411.jpg,train_identity_1022,train_identity_1022,train_identity_1310,Male_0-19_Medium
data\raw\images\fairface_0007936.jpg,data\raw\images\fairface_0007948.jpg,data\raw\images\fairface_0005125.jpg,train_identity_1023,train_identity_1023,train_identity_0561,Male_0-19_Medium
data\raw\images\fairface_0007936.jpg,data\raw\images\fairface_0008063.jpg,data\raw\images\fairface_0006864.jpg,train_identity_1023,train_identity_1023,train_identity_1081,Male_0-19_Medium
data\raw\images\fairface_0007936.jpg,data\raw\images\fairface_0008065.jpg,data\raw\images\fairface_0004169.jpg,train_identity_1023,train_identity_1023,train_identity_0544,Male_0-19_Medium
data\raw\images\fairface_0007948.jpg,data\raw\images\fairface_0008063.jpg,data\raw\images\fairface_0000641.jpg,train_identity_1023,train_identity_1023,train_identity_0679,Male_0-19_Medium
data\raw\images\fairface_0007948.jpg,data\raw\images\fairface_0008065.jpg,data\raw\images\fairface_0007327.jpg,train_identity_1023,train_identity_1023,train_identity_1208,Male_0-19_Medium
data\raw\images\fairface_0008063.jpg,data\raw\images\fairface_0008065.jpg,data\raw\images\fairface_0005370.jpg,train_identity_1023,train_identity_1023,train_identity_0566,Male_0-19_Medium
data\raw\images\fairface_0008079.jpg,data\raw\images\fairface_0008103.jpg,data\raw\images\fairface_0006489.jpg,train_identity_1024,train_identity_1024,train_identity_0391,Male_0-19_Medium
data\raw\images\fairface_0008079.jpg,data\raw\images\fairface_0008128.jpg,data\raw\images\fairface_0005958.jpg,train_identity_1024,train_identity_1024,train_identity_1188,Male_0-19_Medium
data\raw\images\fairface_0008079.jpg,data\raw\images\fairface_0008151.jpg,data\raw\images\fairface_0003507.jpg,train_identity_1024,train_identity_1024,train_identity_1710,Male_0-19_Medium
data\raw\images\fairface_0008103.jpg,data\raw\images\fairface_0008128.jpg,data\raw\images\fairface_0003948.jpg,train_identity_1024,train_identity_1024,train_identity_0888,Male_0-19_Medium
data\raw\images\fairface_0008103.jpg,data\raw\images\fairface_0008151.jpg,data\raw\images\fairface_0004076.jpg,train_identity_1024,train_identity_1024,train_identity_1162,Male_0-19_Medium
data\raw\images\fairface_0008128.jpg,data\raw\images\fairface_0008151.jpg,data\raw\images\fairface_0006438.jpg,train_identity_1024,train_identity_1024,train_identity_0591,Male_0-19_Medium
data\raw\images\fairface_0008179.jpg,data\raw\images\fairface_0008185.jpg,data\raw\images\fairface_0004414.jpg,train_identity_1025,train_identity_1025,train_identity_0018,Male_0-19_Medium
data\raw\images\fairface_0008179.jpg,data\raw\images\fairface_0008197.jpg,data\raw\images\fairface_0006425.jpg,train_identity_1025,train_identity_1025,train_identity_1405,Male_0-19_Medium
data\raw\images\fairface_0008179.jpg,data\raw\images\fairface_0008199.jpg,data\raw\images\fairface_0002370.jpg,train_identity_1025,train_identity_1025,train_identity_0956,Male_0-19_Medium
data\raw\images\fairface_0008185.jpg,data\raw\images\fairface_0008197.jpg,data\raw\images\fairface_0005427.jpg,train_identity_1025,train_identity_1025,train_identity_1073,Male_0-19_Medium
data\raw\images\fairface_0008185.jpg,data\raw\images\fairface_0008199.jpg,data\raw\images\fairface_0001101.jpg,train_identity_1025,train_identity_1025,train_identity_1279,Male_0-19_Medium
data\raw\images\fairface_0008197.jpg,data\raw\images\fairface_0008199.jpg,data\raw\images\fairface_0007887.jpg,train_identity_1025,train_identity_1025,train_identity_0622,Male_0-19_Medium
data\raw\images\fairface_0008298.jpg,data\raw\images\fairface_0008352.jpg,data\raw\images\fairface_0006438.jpg,train_identity_1026,train_identity_1026,train_identity_0591,Male_0-19_Medium
data\raw\images\fairface_0008298.jpg,data\raw\images\fairface_0008370.jpg,data\raw\images\fairface_0004757.jpg,train_identity_1026,train_identity_1026,train_identity_1639,Male_0-19_Medium
data\raw\images\fairface_0008298.jpg,data\raw\images\fairface_0008398.jpg,data\raw\images\fairface_0007839.jpg,train_identity_1026,train_identity_1026,train_identity_0032,Male_0-19_Medium
data\raw\images\fairface_0008352.jpg,data\raw\images\fairface_0008370.jpg,data\raw\images\fairface_0007423.jpg,train_identity_1026,train_identity_1026,train_identity_0084,Male_0-19_Medium
data\raw\images\fairface_0008352.jpg,data\raw\images\fairface_0008398.jpg,data\raw\images\fairface_0005976.jpg,train_identity_1026,train_identity_1026,train_identity_0580,Male_0-19_Medium
data\raw\images\fairface_0008370.jpg,data\raw\images\fairface_0008398.jpg,data\raw\images\fairface_0000859.jpg,train_identity_1026,train_identity_1026,train_identity_0109,Male_0-19_Medium
data\raw\images\fairface_0008406.jpg,data\raw\images\fairface_0008424.jpg,data\raw\images\fairface_0008130.jpg,train_identity_1027,train_identity_1027,train_identity_0627,Male_0-19_Medium
data\raw\images\fairface_0008406.jpg,data\raw\images\fairface_0008427.jpg,data\raw\images\fairface_0003201.jpg,train_identity_1027,train_identity_1027,train_identity_0882,Male_0-19_Medium
data\raw\images\fairface_0008406.jpg,data\raw\images\fairface_0008464.jpg,data\raw\images\fairface_0004342.jpg,train_identity_1027,train_identity_1027,train_identity_1354,Male_0-19_Medium
data\raw\images\fairface_0008424.jpg,data\raw\images\fairface_0008427.jpg,data\raw\images\fairface_0000444.jpg,train_identity_1027,train_identity_1027,train_identity_0103,Male_0-19_Medium
data\raw\images\fairface_0008424.jpg,data\raw\images\fairface_0008464.jpg,data\raw\images\fairface_0000387.jpg,train_identity_1027,train_identity_1027,train_identity_0283,Male_0-19_Medium
data\raw\images\fairface_0008427.jpg,data\raw\images\fairface_0008464.jpg,data\raw\images\fairface_0006000.jpg,train_identity_1027,train_identity_1027,train_identity_0581,Male_0-19_Medium
data\raw\images\fairface_0008473.jpg,data\raw\images\fairface_0008496.jpg,data\raw\images\fairface_0006893.jpg,train_identity_1028,train_identity_1028,train_identity_0177,Male_0-19_Medium
data\raw\images\fairface_0008473.jpg,data\raw\images\fairface_0008500.jpg,data\raw\images\fairface_0000886.jpg,train_identity_1028,train_identity_1028,train_identity_0293,Male_0-19_Medium
data\raw\images\fairface_0008473.jpg,data\raw\images\fairface_0008527.jpg,data\raw\images\fairface_0003530.jpg,train_identity_1028,train_identity_1028,train_identity_0885,Male_0-19_Medium
data\raw\images\fairface_0008496.jpg,data\raw\images\fairface_0008500.jpg,data\raw\images\fairface_0006657.jpg,train_identity_1028,train_identity_1028,train_identity_0596,Male_0-19_Medium
data\raw\images\fairface_0008496.jpg,data\raw\images\fairface_0008527.jpg,data\raw\images\fairface_0004448.jpg,train_identity_1028,train_identity_1028,train_identity_0066,Male_0-19_Medium
data\raw\images\fairface_0008500.jpg,data\raw\images\fairface_0008527.jpg,data\raw\images\fairface_0005051.jpg,train_identity_1028,train_identity_1028,train_identity_0727,Male_0-19_Medium
data\raw\images\fairface_0008613.jpg,data\raw\images\fairface_0008614.jpg,data\raw\images\fairface_0005225.jpg,train_identity_1029,train_identity_1029,train_identity_1664,Male_0-19_Medium
data\raw\images\fairface_0008613.jpg,data\raw\images\fairface_0008653.jpg,data\raw\images\fairface_0001211.jpg,train_identity_1029,train_identity_1029,train_identity_0866,Male_0-19_Medium
data\raw\images\fairface_0008613.jpg,data\raw\images\fairface_0008704.jpg,data\raw\images\fairface_0008944.jpg,train_identity_1029,train_identity_1029,train_identity_0201,Male_0-19_Medium
data\raw\images\fairface_0008614.jpg,data\raw\images\fairface_0008653.jpg,data\raw\images\fairface_0007707.jpg,train_identity_1029,train_identity_1029,train_identity_0619,Male_0-19_Medium
data\raw\images\fairface_0008614.jpg,data\raw\images\fairface_0008704.jpg,data\raw\images\fairface_0004717.jpg,train_identity_1029,train_identity_1029,train_identity_0355,Male_0-19_Medium
data\raw\images\fairface_0008653.jpg,data\raw\images\fairface_0008704.jpg,data\raw\images\fairface_0005953.jpg,train_identity_1029,train_identity_1029,train_identity_1392,Male_0-19_Medium
data\raw\images\fairface_0008711.jpg,data\raw\images\fairface_0008714.jpg,data\raw\images\fairface_0000965.jpg,train_identity_1030,train_identity_1030,train_identity_1649,Male_0-19_Medium
data\raw\images\fairface_0008711.jpg,data\raw\images\fairface_0008722.jpg,data\raw\images\fairface_0006236.jpg,train_identity_1030,train_identity_1030,train_identity_1401,Male_0-19_Medium
data\raw\images\fairface_0008711.jpg,data\raw\images\fairface_0008726.jpg,data\raw\images\fairface_0002779.jpg,train_identity_1030,train_identity_1030,train_identity_0513,Male_0-19_Medium
data\raw\images\fairface_0008714.jpg,data\raw\images\fairface_0008722.jpg,data\raw\images\fairface_0008852.jpg,train_identity_1030,train_identity_1030,train_identity_0853,Male_0-19_Medium
data\raw\images\fairface_0008714.jpg,data\raw\images\fairface_0008726.jpg,data\raw\images\fairface_0007550.jpg,train_identity_1030,train_identity_1030,train_identity_0617,Male_0-19_Medium
data\raw\images\fairface_0008722.jpg,data\raw\images\fairface_0008726.jpg,data\raw\images\fairface_0006772.jpg,train_identity_1030,train_identity_1030,train_identity_0176,Male_0-19_Medium
data\raw\images\fairface_0008805.jpg,data\raw\images\fairface_0008830.jpg,data\raw\images\fairface_0004089.jpg,train_identity_1031,train_identity_1031,train_identity_1162,Male_0-19_Medium
data\raw\images\fairface_0008805.jpg,data\raw\images\fairface_0008833.jpg,data\raw\images\fairface_0001256.jpg,train_identity_1031,train_identity_1031,train_identity_1119,Male_0-19_Medium
data\raw\images\fairface_0008805.jpg,data\raw\images\fairface_0008855.jpg,data\raw\images\fairface_0006092.jpg,train_identity_1031,train_identity_1031,train_identity_0770,Male_0-19_Medium
data\raw\images\fairface_0008830.jpg,data\raw\images\fairface_0008833.jpg,data\raw\images\fairface_0008542.jpg,train_identity_1031,train_identity_1031,train_identity_0197,Male_0-19_Medium
data\raw\images\fairface_0008830.jpg,data\raw\images\fairface_0008855.jpg,data\raw\images\fairface_0006830.jpg,train_identity_1031,train_identity_1031,train_identity_1080,Male_0-19_Medium
