image_a,image_b,label,subgroup,synthetic_identity_a,synthetic_identity_b,split
data\raw\images\fairface_0003961.jpg,data\raw\images\fairface_0009212.jpg,0,Female_20-39_Light__vs__Female_20-39_Light,audit_identity_0076,audit_identity_0094,audit
data\raw\images\fairface_0009639.jpg,data\raw\images\fairface_0003566.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0226,audit_identity_0290,audit
data\raw\images\fairface_0004981.jpg,data\raw\images\fairface_0009657.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0121,audit_identity_0143,audit
data\raw\images\fairface_0009403.jpg,data\raw\images\fairface_0002503.jpg,0,Female_20-39_Dark__vs__Male_0-19_Dark,audit_identity_0059,audit_identity_0178,audit
data\raw\images\fairface_0003586.jpg,data\raw\images\fairface_0001120.jpg,0,Female_0-19_Medium__vs__Female_60+_Light,audit_identity_0033,audit_identity_0165,audit
data\raw\images\fairface_0009723.jpg,data\raw\images\fairface_0004967.jpg,0,Female_20-39_Dark__vs__Male_20-39_Medium,audit_identity_0060,audit_identity_0297,audit
data\raw\images\fairface_0007043.jpg,data\raw\images\fairface_0008875.jpg,0,Female_0-19_Dark__vs__Male_60+_Light,audit_identity_0006,audit_identity_0363,audit
data\raw\images\fairface_0006518.jpg,data\raw\images\fairface_0001469.jpg,0,Male_20-39_Light__vs__Male_40-59_Light,audit_identity_0259,audit_identity_0326,audit
data\raw\images\fairface_0004883.jpg,data\raw\images\fairface_0002044.jpg,0,Male_0-19_Dark__vs__Male_20-39_Light,audit_identity_0180,audit_identity_0246,audit
data\raw\images\fairface_0008363.jpg,data\raw\images\fairface_0003780.jpg,0,Female_20-39_Medium__vs__Male_20-39_Light,audit_identity_0136,audit_identity_0251,audit
data\raw\images\fairface_0002705.jpg,data\raw\images\fairface_0008486.jpg,0,Female_0-19_Medium__vs__Female_0-19_Medium,audit_identity_0029,audit_identity_0044,audit
data\raw\images\fairface_0004947.jpg,data\raw\images\fairface_0005669.jpg,0,Female_0-19_Medium__vs__Female_40-59_Medium,audit_identity_0034,audit_identity_0159,audit
data\raw\images\fairface_0000330.jpg,data\raw\images\fairface_0000213.jpg,0,Male_0-19_Light__vs__Male_40-59_Light,audit_identity_0186,audit_identity_0326,audit
data\raw\images\fairface_0004565.jpg,data\raw\images\fairface_0009094.jpg,0,Female_40-59_Medium__vs__Male_40-59_Medium,audit_identity_0158,audit_identity_0352,audit
data\raw\images\fairface_0001356.jpg,data\raw\images\fairface_0004158.jpg,0,Female_20-39_Dark__vs__Female_20-39_Medium,audit_identity_0049,audit_identity_0116,audit
data\raw\images\fairface_0009502.jpg,data\raw\images\fairface_0002545.jpg,0,Male_0-19_Dark__vs__Male_20-39_Medium,audit_identity_0185,audit_identity_0283,audit
data\raw\images\fairface_0002427.jpg,data\raw\images\fairface_0003571.jpg,0,Female_0-19_Medium__vs__Female_0-19_Medium,audit_identity_0028,audit_identity_0033,audit
data\raw\images\fairface_0009976.jpg,data\raw\images\fairface_0006532.jpg,0,Female_20-39_Dark__vs__Female_20-39_Medium,audit_identity_0060,audit_identity_0128,audit
data\raw\images\fairface_0002603.jpg,data\raw\images\fairface_0002105.jpg,0,Male_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0207,audit_identity_0338,audit
data\raw\images\fairface_0003961.jpg,data\raw\images\fairface_0007646.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0076,audit_identity_0197,audit
data\raw\images\fairface_0005529.jpg,data\raw\images\fairface_0004818.jpg,0,Female_0-19_Dark__vs__Male_20-39_Medium,audit_identity_0005,audit_identity_0297,audit
data\raw\images\fairface_0002519.jpg,data\raw\images\fairface_0005261.jpg,0,Female_20-39_Light__vs__Female_20-39_Medium,audit_identity_0069,audit_identity_0122,audit
data\raw\images\fairface_0004004.jpg,data\raw\images\fairface_0002937.jpg,0,Female_0-19_Light__vs__Female_20-39_Light,audit_identity_0013,audit_identity_0071,audit
data\raw\images\fairface_0004760.jpg,data\raw\images\fairface_0009479.jpg,0,Female_20-39_Medium__vs__Male_0-19_Light,audit_identity_0119,audit_identity_0200,audit
data\raw\images\fairface_0004085.jpg,data\raw\images\fairface_0005997.jpg,0,Female_0-19_Light__vs__Male_20-39_Medium,audit_identity_0013,audit_identity_0302,audit
data\raw\images\fairface_0003165.jpg,data\raw\images\fairface_0001808.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0072,audit_identity_0170,audit
data\raw\images\fairface_0007518.jpg,data\raw\images\fairface_0004028.jpg,0,Female_20-39_Light__vs__Male_40-59_Dark,audit_identity_0088,audit_identity_0325,audit
data\raw\images\fairface_0003014.jpg,data\raw\images\fairface_0005280.jpg,0,Male_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0209,audit_identity_0345,audit
data\raw\images\fairface_0003561.jpg,data\raw\images\fairface_0005707.jpg,0,Female_0-19_Medium__vs__Female_20-39_Light,audit_identity_0033,audit_identity_0083,audit
data\raw\images\fairface_0000256.jpg,data\raw\images\fairface_0006475.jpg,0,Female_20-39_Light__vs__Female_20-39_Medium,audit_identity_0062,audit_identity_0127,audit
data\raw\images\fairface_0009450.jpg,data\raw\images\fairface_0007179.jpg,0,Female_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0142,audit_identity_0348,audit
data\raw\images\fairface_0005418.jpg,data\raw\images\fairface_0005562.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0036,audit_identity_0123,audit
data\raw\images\fairface_0005139.jpg,data\raw\images\fairface_0008701.jpg,0,Male_40-59_Medium__vs__Male_60+_Medium,audit_identity_0344,audit_identity_0376,audit
data\raw\images\fairface_0007263.jpg,data\raw\images\fairface_0009056.jpg,0,Female_20-39_Medium__vs__Female_60+_Light,audit_identity_0132,audit_identity_0168,audit
data\raw\images\fairface_0003252.jpg,data\raw\images\fairface_0002366.jpg,0,Male_20-39_Light__vs__Male_20-39_Medium,audit_identity_0250,audit_identity_0283,audit
data\raw\images\fairface_0008720.jpg,data\raw\images\fairface_0005753.jpg,0,Female_0-19_Medium__vs__Female_40-59_Medium,audit_identity_0044,audit_identity_0159,audit
data\raw\images\fairface_0008811.jpg,data\raw\images\fairface_0001261.jpg,0,Male_20-39_Light__vs__Male_20-39_Medium,audit_identity_0267,audit_identity_0277,audit
data\raw\images\fairface_0000577.jpg,data\raw\images\fairface_0002668.jpg,0,Female_20-39_Dark__vs__Female_20-39_Light,audit_identity_0048,audit_identity_0070,audit
data\raw\images\fairface_0007018.jpg,data\raw\images\fairface_0005997.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0130,audit_identity_0302,audit
data\raw\images\fairface_0002233.jpg,data\raw\images\fairface_0003127.jpg,0,Female_0-19_Medium__vs__Female_40-59_Medium,audit_identity_0027,audit_identity_0156,audit
data\raw\images\fairface_0008989.jpg,data\raw\images\fairface_0001291.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0267,audit_identity_0336,audit
data\raw\images\fairface_0005227.jpg,data\raw\images\fairface_0005475.jpg,0,Male_0-19_Dark__vs__Male_0-19_Medium,audit_identity_0181,audit_identity_0215,audit
data\raw\images\fairface_0001066.jpg,data\raw\images\fairface_0009412.jpg,0,Female_40-59_Dark__vs__Male_0-19_Medium,audit_identity_0145,audit_identity_0225,audit
data\raw\images\fairface_0001527.jpg,data\raw\images\fairface_0003681.jpg,0,Female_0-19_Medium__vs__Male_20-39_Dark,audit_identity_0025,audit_identity_0231,audit
data\raw\images\fairface_0006313.jpg,data\raw\images\fairface_0008580.jpg,0,Female_20-39_Medium__vs__Female_40-59_Light,audit_identity_0126,audit_identity_0152,audit
data\raw\images\fairface_0009453.jpg,data\raw\images\fairface_0004504.jpg,0,Male_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0319,audit_identity_0343,audit
data\raw\images\fairface_0009379.jpg,data\raw\images\fairface_0007292.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0095,audit_identity_0196,audit
data\raw\images\fairface_0003340.jpg,data\raw\images\fairface_0006496.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0112,audit_identity_0127,audit
data\raw\images\fairface_0001475.jpg,data\raw\images\fairface_0004967.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0278,audit_identity_0297,audit
data\raw\images\fairface_0005273.jpg,data\raw\images\fairface_0004142.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0122,audit_identity_0293,audit
data\raw\images\fairface_0002354.jpg,data\raw\images\fairface_0007733.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0188,audit_identity_0310,audit
data\raw\images\fairface_0009662.jpg,data\raw\images\fairface_0006235.jpg,0,Female_20-39_Light__vs__Male_20-39_Light,audit_identity_0096,audit_identity_0258,audit
data\raw\images\fairface_0009097.jpg,data\raw\images\fairface_0001503.jpg,0,Female_0-19_Dark__vs__Female_20-39_Medium,audit_identity_0007,audit_identity_0106,audit
data\raw\images\fairface_0007998.jpg,data\raw\images\fairface_0009421.jpg,0,Female_40-59_Light__vs__Male_0-19_Medium,audit_identity_0151,audit_identity_0225,audit
data\raw\images\fairface_0009512.jpg,data\raw\images\fairface_0005732.jpg,0,Female_20-39_Medium__vs__Female_60+_Medium,audit_identity_0143,audit_identity_0173,audit
data\raw\images\fairface_0005038.jpg,data\raw\images\fairface_0002495.jpg,0,Female_20-39_Medium__vs__Female_60+_Light,audit_identity_0121,audit_identity_0165,audit
data\raw\images\fairface_0005930.jpg,data\raw\images\fairface_0003785.jpg,0,Male_0-19_Medium__vs__Male_20-39_Light,audit_identity_0216,audit_identity_0251,audit
data\raw\images\fairface_0004915.jpg,data\raw\images\fairface_0005055.jpg,0,Female_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0120,audit_identity_0344,audit
data\raw\images\fairface_0003756.jpg,data\raw\images\fairface_0006388.jpg,0,Female_20-39_Medium__vs__Male_60+_Medium,audit_identity_0114,audit_identity_0373,audit
data\raw\images\fairface_0007343.jpg,data\raw\images\fairface_0001796.jpg,0,Female_40-59_Medium__vs__Male_20-39_Medium,audit_identity_0161,audit_identity_0280,audit
data\raw\images\fairface_0007522.jpg,data\raw\images\fairface_0008556.jpg,0,Male_20-39_Medium__vs__Male_60+_Medium,audit_identity_0309,audit_identity_0376,audit
data\raw\images\fairface_0001895.jpg,data\raw\images\fairface_0009087.jpg,0,Female_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0026,audit_identity_0351,audit
data\raw\images\fairface_0005810.jpg,data\raw\images\fairface_0006700.jpg,0,Female_60+_Light__vs__Male_0-19_Medium,audit_identity_0167,audit_identity_0218,audit
data\raw\images\fairface_0003127.jpg,data\raw\images\fairface_0008234.jpg,0,Female_40-59_Medium__vs__Male_20-39_Light,audit_identity_0156,audit_identity_0265,audit
data\raw\images\fairface_0007322.jpg,data\raw\images\fairface_0005324.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0263,audit_identity_0345,audit
data\raw\images\fairface_0009976.jpg,data\raw\images\fairface_0005012.jpg,0,Female_20-39_Dark__vs__Female_40-59_Light,audit_identity_0060,audit_identity_0150,audit
data\raw\images\fairface_0005985.jpg,data\raw\images\fairface_0003096.jpg,0,Female_0-19_Medium__vs__Female_40-59_Dark,audit_identity_0037,audit_identity_0146,audit
data\raw\images\fairface_0002099.jpg,data\raw\images\fairface_0006235.jpg,0,Female_20-39_Dark__vs__Male_20-39_Light,audit_identity_0050,audit_identity_0258,audit
data\raw\images\fairface_0004360.jpg,data\raw\images\fairface_0005454.jpg,0,Female_40-59_Dark__vs__Male_20-39_Medium,audit_identity_0146,audit_identity_0300,audit
data\raw\images\fairface_0008467.jpg,data\raw\images\fairface_0007282.jpg,0,Female_20-39_Light__vs__Male_60+_Medium,audit_identity_0092,audit_identity_0375,audit
data\raw\images\fairface_0002233.jpg,data\raw\images\fairface_0002942.jpg,0,Female_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0027,audit_identity_0286,audit
data\raw\images\fairface_0000569.jpg,data\raw\images\fairface_0003709.jpg,0,Female_0-19_Medium__vs__Male_60+_Medium,audit_identity_0022,audit_identity_0369,audit
data\raw\images\fairface_0003286.jpg,data\raw\images\fairface_0005896.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0209,audit_identity_0301,audit
data\raw\images\fairface_0001239.jpg,data\raw\images\fairface_0005200.jpg,0,Female_60+_Medium__vs__Male_40-59_Medium,audit_identity_0170,audit_identity_0345,audit
data\raw\images\fairface_0003566.jpg,data\raw\images\fairface_0009063.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0290,audit_identity_0317,audit
data\raw\images\fairface_0005917.jpg,data\raw\images\fairface_0008964.jpg,0,Female_0-19_Dark__vs__Male_0-19_Light,audit_identity_0005,audit_identity_0198,audit
data\raw\images\fairface_0008363.jpg,data\raw\images\fairface_0003626.jpg,0,Female_20-39_Medium__vs__Female_40-59_Light,audit_identity_0136,audit_identity_0150,audit
data\raw\images\fairface_0003734.jpg,data\raw\images\fairface_0005018.jpg,0,Male_20-39_Medium__vs__Male_60+_Light,audit_identity_0291,audit_identity_0359,audit
data\raw\images\fairface_0009405.jpg,data\raw\images\fairface_0009539.jpg,0,Male_0-19_Dark__vs__Male_20-39_Light,audit_identity_0185,audit_identity_0268,audit
data\raw\images\fairface_0009969.jpg,data\raw\images\fairface_0007568.jpg,0,Female_20-39_Light__vs__Female_40-59_Dark,audit_identity_0099,audit_identity_0147,audit
data\raw\images\fairface_0003214.jpg,data\raw\images\fairface_0009671.jpg,0,Female_0-19_Medium__vs__Male_20-39_Dark,audit_identity_0032,audit_identity_0238,audit
data\raw\images\fairface_0004068.jpg,data\raw\images\fairface_0002695.jpg,0,Female_0-19_Dark__vs__Male_40-59_Medium,audit_identity_0004,audit_identity_0340,audit
data\raw\images\fairface_0009122.jpg,data\raw\images\fairface_0006212.jpg,0,Female_0-19_Medium__vs__Male_20-39_Light,audit_identity_0044,audit_identity_0258,audit
data\raw\images\fairface_0006996.jpg,data\raw\images\fairface_0005384.jpg,0,Female_0-19_Medium__vs__Female_20-39_Light,audit_identity_0039,audit_identity_0082,audit
data\raw\images\fairface_0007568.jpg,data\raw\images\fairface_0003033.jpg,0,Female_40-59_Dark__vs__Male_0-19_Light,audit_identity_0147,audit_identity_0190,audit
data\raw\images\fairface_0008597.jpg,data\raw\images\fairface_0002592.jpg,0,Female_20-39_Light__vs__Male_40-59_Medium,audit_identity_0093,audit_identity_0340,audit
data\raw\images\fairface_0000718.jpg,data\raw\images\fairface_0007437.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0240,audit_identity_0349,audit
data\raw\images\fairface_0000843.jpg,data\raw\images\fairface_0008005.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0064,audit_identity_0312,audit
data\raw\images\fairface_0006037.jpg,data\raw\images\fairface_0009916.jpg,0,Female_20-39_Light__vs__Female_20-39_Light,audit_identity_0084,audit_identity_0099,audit
data\raw\images\fairface_0006700.jpg,data\raw\images\fairface_0000128.jpg,0,Male_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0218,audit_identity_0335,audit
data\raw\images\fairface_0008580.jpg,data\raw\images\fairface_0003044.jpg,0,Female_40-59_Light__vs__Male_20-39_Light,audit_identity_0152,audit_identity_0249,audit
data\raw\images\fairface_0001008.jpg,data\raw\images\fairface_0003687.jpg,0,Female_40-59_Light__vs__Male_20-39_Dark,audit_identity_0149,audit_identity_0231,audit
data\raw\images\fairface_0005966.jpg,data\raw\images\fairface_0009063.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0301,audit_identity_0317,audit
data\raw\images\fairface_0001666.jpg,data\raw\images\fairface_0002186.jpg,0,Female_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0025,audit_identity_0339,audit
data\raw\images\fairface_0005920.jpg,data\raw\images\fairface_0007916.jpg,0,Male_0-19_Light__vs__Male_20-39_Light,audit_identity_0194,audit_identity_0264,audit
data\raw\images\fairface_0000261.jpg,data\raw\images\fairface_0000398.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0239,audit_identity_0335,audit
data\raw\images\fairface_0008758.jpg,data\raw\images\fairface_0007437.jpg,0,Male_20-39_Light__vs__Male_40-59_Medium,audit_identity_0266,audit_identity_0349,audit
data\raw\images\fairface_0008026.jpg,data\raw\images\fairface_0006342.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0090,audit_identity_0304,audit
data\raw\images\fairface_0007071.jpg,data\raw\images\fairface_0008089.jpg,0,Male_40-59_Dark__vs__Male_60+_Light,audit_identity_0325,audit_identity_0362,audit
data\raw\images\fairface_0007117.jpg,data\raw\images\fairface_0009870.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0087,audit_identity_0176,audit
data\raw\images\fairface_0002862.jpg,data\raw\images\fairface_0005220.jpg,0,Male_0-19_Medium__vs__Male_0-19_Medium,audit_identity_0208,audit_identity_0214,audit
data\raw\images\fairface_0006846.jpg,data\raw\images\fairface_0008875.jpg,0,Female_0-19_Medium__vs__Male_60+_Light,audit_identity_0039,audit_identity_0363,audit
data\raw\images\fairface_0006901.jpg,data\raw\images\fairface_0009763.jpg,0,Female_20-39_Medium__vs__Male_40-59_Light,audit_identity_0129,audit_identity_0334,audit
data\raw\images\fairface_0000148.jpg,data\raw\images\fairface_0001461.jpg,0,Female_20-39_Dark__vs__Male_40-59_Medium,audit_identity_0047,audit_identity_0337,audit
data\raw\images\fairface_0000296.jpg,data\raw\images\fairface_0007553.jpg,0,Female_20-39_Medium__vs__Male_40-59_Light,audit_identity_0100,audit_identity_0332,audit
data\raw\images\fairface_0003861.jpg,data\raw\images\fairface_0002037.jpg,0,Female_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0114,audit_identity_0338,audit
data\raw\images\fairface_0005261.jpg,data\raw\images\fairface_0008885.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0122,audit_identity_0139,audit
data\raw\images\fairface_0004681.jpg,data\raw\images\fairface_0008534.jpg,0,Female_0-19_Light__vs__Female_0-19_Light,audit_identity_0014,audit_identity_0019,audit
data\raw\images\fairface_0003802.jpg,data\raw\images\fairface_0003228.jpg,0,Female_0-19_Light__vs__Female_0-19_Medium,audit_identity_0012,audit_identity_0032,audit
data\raw\images\fairface_0005565.jpg,data\raw\images\fairface_0004383.jpg,0,Female_20-39_Light__vs__Male_0-19_Light,audit_identity_0082,audit_identity_0192,audit
data\raw\images\fairface_0003023.jpg,data\raw\images\fairface_0009280.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0190,audit_identity_0319,audit
data\raw\images\fairface_0009339.jpg,data\raw\images\fairface_0002233.jpg,0,Female_0-19_Light__vs__Female_0-19_Medium,audit_identity_0020,audit_identity_0027,audit
data\raw\images\fairface_0006819.jpg,data\raw\images\fairface_0008349.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0129,audit_identity_0136,audit
data\raw\images\fairface_0006823.jpg,data\raw\images\fairface_0003747.jpg,0,Female_20-39_Dark__vs__Female_20-39_Medium,audit_identity_0056,audit_identity_0114,audit
data\raw\images\fairface_0008941.jpg,data\raw\images\fairface_0002270.jpg,0,Male_0-19_Light__vs__Male_60+_Medium,audit_identity_0198,audit_identity_0367,audit
data\raw\images\fairface_0004019.jpg,data\raw\images\fairface_0003502.jpg,0,Female_0-19_Light__vs__Female_20-39_Medium,audit_identity_0013,audit_identity_0112,audit
data\raw\images\fairface_0007157.jpg,data\raw\images\fairface_0000289.jpg,0,Female_40-59_Medium__vs__Male_20-39_Dark,audit_identity_0161,audit_identity_0227,audit
data\raw\images\fairface_0001832.jpg,data\raw\images\fairface_0007012.jpg,0,Male_40-59_Dark__vs__Male_60+_Light,audit_identity_0323,audit_identity_0361,audit
data\raw\images\fairface_0006562.jpg,data\raw\images\fairface_0005824.jpg,0,Female_0-19_Light__vs__Male_20-39_Medium,audit_identity_0018,audit_identity_0301,audit
data\raw\images\fairface_0007201.jpg,data\raw\images\fairface_0008569.jpg,0,Female_20-39_Light__vs__Male_60+_Medium,audit_identity_0087,audit_identity_0376,audit
data\raw\images\fairface_0004019.jpg,data\raw\images\fairface_0004410.jpg,0,Female_0-19_Light__vs__Female_20-39_Light,audit_identity_0013,audit_identity_0078,audit
data\raw\images\fairface_0000142.jpg,data\raw\images\fairface_0001791.jpg,0,Female_0-19_Light__vs__Female_0-19_Medium,audit_identity_0009,audit_identity_0026,audit
data\raw\images\fairface_0002427.jpg,data\raw\images\fairface_0008365.jpg,0,Female_0-19_Medium__vs__Male_0-19_Medium,audit_identity_0028,audit_identity_0222,audit
data\raw\images\fairface_0004158.jpg,data\raw\images\fairface_0003681.jpg,0,Female_20-39_Medium__vs__Male_20-39_Dark,audit_identity_0116,audit_identity_0231,audit
data\raw\images\fairface_0008402.jpg,data\raw\images\fairface_0002353.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0043,audit_identity_0108,audit
data\raw\images\fairface_0009619.jpg,data\raw\images\fairface_0002669.jpg,0,Female_0-19_Medium__vs__Male_0-19_Medium,audit_identity_0046,audit_identity_0207,audit
data\raw\images\fairface_0002956.jpg,data\raw\images\fairface_0001242.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0030,audit_identity_0103,audit
data\raw\images\fairface_0002158.jpg,data\raw\images\fairface_0007135.jpg,0,Male_20-39_Light__vs__Male_60+_Medium,audit_identity_0247,audit_identity_0375,audit
data\raw\images\fairface_0000726.jpg,data\raw\images\fairface_0004454.jpg,0,Female_0-19_Medium__vs__Male_60+_Medium,audit_identity_0023,audit_identity_0370,audit
data\raw\images\fairface_0001239.jpg,data\raw\images\fairface_0000484.jpg,0,Female_60+_Medium__vs__Male_20-39_Dark,audit_identity_0170,audit_identity_0227,audit
data\raw\images\fairface_0004431.jpg,data\raw\images\fairface_0005754.jpg,0,Female_20-39_Dark__vs__Female_60+_Light,audit_identity_0054,audit_identity_0167,audit
data\raw\images\fairface_0003905.jpg,data\raw\images\fairface_0000321.jpg,0,Male_20-39_Medium__vs__Male_60+_Medium,audit_identity_0292,audit_identity_0364,audit
data\raw\images\fairface_0005664.jpg,data\raw\images\fairface_0000321.jpg,0,Male_0-19_Light__vs__Male_60+_Medium,audit_identity_0193,audit_identity_0364,audit
data\raw\images\fairface_0002441.jpg,data\raw\images\fairface_0005085.jpg,0,Female_60+_Medium__vs__Male_20-39_Medium,audit_identity_0171,audit_identity_0299,audit
data\raw\images\fairface_0002705.jpg,data\raw\images\fairface_0005694.jpg,0,Female_0-19_Medium__vs__Male_0-19_Medium,audit_identity_0029,audit_identity_0216,audit
data\raw\images\fairface_0004150.jpg,data\raw\images\fairface_0002892.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0116,audit_identity_0286,audit
data\raw\images\fairface_0009041.jpg,data\raw\images\fairface_0007649.jpg,0,Male_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0317,audit_identity_0350,audit
data\raw\images\fairface_0009186.jpg,data\raw\images\fairface_0006518.jpg,0,Female_0-19_Medium__vs__Male_20-39_Light,audit_identity_0045,audit_identity_0259,audit
data\raw\images\fairface_0003565.jpg,data\raw\images\fairface_0004459.jpg,0,Female_20-39_Medium__vs__Female_20-39_Medium,audit_identity_0112,audit_identity_0118,audit
data\raw\images\fairface_0005042.jpg,data\raw\images\fairface_0006282.jpg,0,Male_0-19_Medium__vs__Male_60+_Medium,audit_identity_0213,audit_identity_0372,audit
data\raw\images\fairface_0000270.jpg,data\raw\images\fairface_0009558.jpg,0,Female_20-39_Light__vs__Female_20-39_Light,audit_identity_0062,audit_identity_0095,audit
data\raw\images\fairface_0006631.jpg,data\raw\images\fairface_0002366.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0218,audit_identity_0283,audit
data\raw\images\fairface_0007856.jpg,data\raw\images\fairface_0000274.jpg,0,Female_0-19_Medium__vs__Male_40-59_Light,audit_identity_0041,audit_identity_0326,audit
data\raw\images\fairface_0004610.jpg,data\raw\images\fairface_0001973.jpg,0,Female_20-39_Dark__vs__Male_40-59_Medium,audit_identity_0054,audit_identity_0338,audit
data\raw\images\fairface_0000651.jpg,data\raw\images\fairface_0003674.jpg,0,Female_0-19_Medium__vs__Male_40-59_Medium,audit_identity_0023,audit_identity_0342,audit
data\raw\images\fairface_0000746.jpg,data\raw\images\fairface_0000833.jpg,0,Female_20-39_Light__vs__Female_20-39_Light,audit_identity_0063,audit_identity_0064,audit
data\raw\images\fairface_0006819.jpg,data\raw\images\fairface_0002070.jpg,0,Female_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0129,audit_identity_0281,audit
data\raw\images\fairface_0002956.jpg,data\raw\images\fairface_0001397.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0030,audit_identity_0104,audit
data\raw\images\fairface_0001430.jpg,data\raw\images\fairface_0002193.jpg,0,Male_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0205,audit_identity_0282,audit
data\raw\images\fairface_0004978.jpg,data\raw\images\fairface_0008382.jpg,0,Male_20-39_Dark__vs__Male_40-59_Light,audit_identity_0233,audit_identity_0333,audit
data\raw\images\fairface_0004997.jpg,data\raw\images\fairface_0005773.jpg,0,Female_0-19_Light__vs__Female_0-19_Light,audit_identity_0016,audit_identity_0017,audit
data\raw\images\fairface_0008776.jpg,data\raw\images\fairface_0005239.jpg,0,Male_0-19_Medium__vs__Male_60+_Medium,audit_identity_0223,audit_identity_0371,audit
data\raw\images\fairface_0003822.jpg,data\raw\images\fairface_0007626.jpg,0,Female_20-39_Medium__vs__Male_0-19_Medium,audit_identity_0114,audit_identity_0221,audit
data\raw\images\fairface_0002468.jpg,data\raw\images\fairface_0008521.jpg,0,Male_0-19_Light__vs__Male_20-39_Medium,audit_identity_0189,audit_identity_0315,audit
data\raw\images\fairface_0005633.jpg,data\raw\images\fairface_0008875.jpg,0,Male_20-39_Dark__vs__Male_60+_Light,audit_identity_0234,audit_identity_0363,audit
data\raw\images\fairface_0008009.jpg,data\raw\images\fairface_0001973.jpg,0,Female_20-39_Medium__vs__Male_40-59_Medium,audit_identity_0135,audit_identity_0338,audit
data\raw\images\fairface_0007963.jpg,data\raw\images\fairface_0000274.jpg,0,Female_0-19_Light__vs__Male_40-59_Light,audit_identity_0018,audit_identity_0326,audit
data\raw\images\fairface_0008982.jpg,data\raw\images\fairface_0001540.jpg,0,Female_20-39_Light__vs__Female_60+_Medium,audit_identity_0094,audit_identity_0170,audit
data\raw\images\fairface_0001485.jpg,data\raw\images\fairface_0005159.jpg,0,Male_20-39_Medium__vs__Male_20-39_Medium,audit_identity_0279,audit_identity_0300,audit
data\raw\images\fairface_0003534.jpg,data\raw\images\fairface_0005063.jpg,0,Female_20-39_Light__vs__Male_20-39_Medium,audit_identity_0073,audit_identity_0299,audit
data\raw\images\fairface_0000337.jpg,data\raw\images\fairface_0006276.jpg,0,Male_20-39_Light__vs__Male_20-39_Light,audit_identity_0239,audit_identity_0259,audit
data\raw\images\fairface_0006859.jpg,data\raw\images\fairface_0000296.jpg,0,Female_0-19_Medium__vs__Female_20-39_Medium,audit_identity_0039,audit_identity_0100,audit
data\raw\images\fairface_0007512.jpg,data\raw\images\fairface_0009653.jpg,0,Female_0-19_Medium__vs__Male_20-39_Medium,audit_identity_0040,audit_identity_0320,audit
